,field_1,X,Y,green_cove,green_co_1,green_co_2,green_co_3,landuse_majority,elevation_mean,elevation_range,elevation_majority,slope_mean,orientation_mean
9293,9293,3667177.3675,2067789.4224,2513,258286,102.77994429,98.0,111.0,4.00605913453501,1.24000000953674,3.9800000190734903,0.6011486385806729,239.94304243567
9294,9294,3667185.9836,2067889.2377,2513,240690,95.777954636,94.0,121.0,4.66679803315055,1.80000019073486,5.1100001335144,1.09380104518473,242.66356965415
9295,9295,3667194.5719999997,2067988.4995,2498,260149,104.14291433,96.0,112.0,4.51995000720024,1.4500002861022903,4.349999904632569,0.81070666176267,194.08681361436797
9296,9296,3667203.1461,2068087.8742,2499,261036,104.45618247,97.0,112.0,6.384249997138981,4.71000003814697,6.03999996185303,3.00584233567119,154.549395446777
9297,9297,3667211.7264,2068187.1371,2495,257290,103.12224449,95.0,112.0,7.363391972067371,5.5,4.38000011444092,7.56178649376385,240.918125087891
9298,9298,3667220.2902,2068286.4017,2496,249316,99.886217949,97.0,112.0,7.57994961918752,1.7400002479553203,7.59000015258789,0.772936405431038,255.057821081628
9299,9299,3667228.8709,2068385.6647,2499,273716,109.53021208,103.0,112.0,7.189047632958361,0.700000286102295,7.09000015258789,0.421550713180749,217.022560559419
9300,9300,3667237.4455,2068485.0397,2499,279317,111.77150859999999,103.0,112.0,7.2795739126085905,0.599999904632568,7.199999809265139,0.273185872064348,119.18895593322901
9301,9301,3667246.0264,2068584.3029,2495,286102,114.67014028,112.0,112.0,7.596600006818769,2.03999996185303,7.389999866485599,0.751327957101166,129.17130079269398
9302,9302,3667254.5907,2068683.5678,2506,290665,115.98762969,112.0,112.0,8.365955344500671,3.9600000381469704,7.110000133514401,2.51561848000247,156.57436429064
9303,9303,3667263.2119,2068783.1608,2505,259810,103.71656687,100.0,112.0,9.72151743950535,2.60999965667725,9.27000045776367,1.3971418591577602,104.362362769113
9304,9304,3667271.7765,2068882.4259,2496,279613,112.02443909999998,106.0,112.0,8.885979909992699,2.92999982833862,8.98999977111816,2.71982167466502,151.011340497726
9305,9305,3667280.3413,2068981.6911,2502,279869,111.85811351,107.0,112.0,8.763117224201,3.25,8.51000022888184,2.12753449503026,161.914150060264
9306,9306,3667288.9439999997,2069081.175,2502,292743,117.00359712,113.0,112.0,9.98092501401901,2.8699998855590803,8.77000045776367,1.5609310113266102,136.855461907387
9307,9307,3667297.5089999996,2069180.4403,2499,264914,106.00800320000002,97.0,112.0,10.350200990935699,3.0500001907348597,10.6899995803833,1.5844799279979398,89.6074486186157
9308,9308,3667306.1014,2069279.8142,2499,299546,119.86634654,116.0,112.0,10.994623105130598,2.89999961853027,11.270000457763699,2.254562564007,155.264782728262
9309,9309,3667314.6583,2069379.0805,2496,270912,108.53846154,102.0,112.0,13.5104271275314,3.48999977111816,12.779999732971199,2.0104520555829,150.338676241774
9310,9310,3667323.2571,2069478.3426,2495,260004,104.21002004,101.0,112.0,14.846792008345,6.39000034332275,15.1000003814697,3.2670628302975695,103.18359877411899
9311,9311,3667331.8227,2069577.6083,2499,282600,113.08523409,99.0,121.0,15.291249976158099,7.14999961853027,14.529999732971199,3.11780699975789,92.2980732774734
9312,9312,3667340.3906,2069676.985,2513,257714,102.55232789,94.0,121.0,15.0016296104149,2.1299991607666002,14.779999732971199,1.1372712690153202,112.165110935917
9313,9313,3667349.0237,2069776.689,2508,265689,105.93660287,99.0,121.0,16.299628687376998,4.8700008392334,14.979999542236301,3.2158876330693196,190.049069262967
9314,9314,3667357.5896,2069875.9548,2503,258833,103.40910907,94.0,121.0,18.1495771336911,8.090000152587889,18.8600006103516,4.09286811877394,212.12862012931998
9315,9315,3667366.1935,2069975.4394,2500,250351,100.1404,93.0,121.0,18.467650008201602,6.0,16.8600006103516,3.16375504769385,278.480335772038
9316,9316,3667374.7598,2070074.7054,2498,239689,95.95236189,92.0,121.0,16.9248742889519,5.63999938964844,14.9899997711182,3.538239340574,238.650693287802
9317,9317,3667383.3428,2070173.9698,2495,233060,93.41082164299999,94.0,122.0,16.273190886531,5.89000034332275,14.979999542236301,4.5240506275269805,197.712454608936
9318,9318,3667391.9093,2070273.2359,2495,239985,96.186372745,95.0,122.0,19.1197732978263,8.67000007629395,16.6599998474121,8.570849011072731,183.836172000137
9319,9319,3667400.4760000003,2070372.5022,2496,235441,94.32732371799999,94.0,111.0,18.7177944900398,4.43000030517578,17.3999996185303,3.02049287376846,148.256118814583
9320,9320,3667409.0595,2070471.7668,2495,232388,93.141482966,93.0,121.0,18.554271348157698,5.55999946594238,17.6800003051758,3.39523568433059,159.517237124132
9321,9321,3667417.6264,2070571.0331,2510,252083,100.43147409999999,94.0,121.0,16.9002970586909,3.4600009918212904,16.1700000762939,2.3702166299935,96.476817914755
9322,9322,3667426.2607,2070670.7378,2508,255483,101.86722488,96.0,121.0,18.000643574365302,3.80000114440918,19.3099994659424,3.05641182926991,107.18410679816
9323,9323,3667434.8279,2070770.0043,2496,238188,95.427884615,94.0,121.0,18.5026500177383,2.6900005340576203,18.25,1.71633126987144,90.687107219696
9324,9324,3667443.3952,2070869.2709,2499,235842,94.37454982,94.0,111.0,18.3539097960431,3.5999984741210898,18.5300006866455,2.14659089600681,171.756609610746
9325,9325,3667451.9899,2070968.6461,2498,260025,104.09327462,100.0,111.0,17.7070750045776,5.8100004196167,14.8000001907349,3.44314748326316,91.71899601638322
9326,9326,3667460.5575,2071067.9128,2496,252318,101.08894231,96.5,111.0,16.5085894106617,3.97000026702881,14.9200000762939,2.28400152955458,108.390306612106
9327,9327,3667469.1419,2071167.1779,2499,260785,104.35574229999999,97.0,111.0,18.7668671715528,4.65999984741211,18.6200008392334,2.38434460482801,128.651834817757
9328,9328,3667477.712,2071266.5559,2499,246174,98.509003601,95.0,111.0,20.353508765237397,4.0499992370605495,19.909999847412102,2.09297901522695,127.932573332822
9329,9329,3667486.2966,2071365.8212,2495,237884,95.34428857700001,92.0,121.0,21.661000027656602,3.75,20.8500003814697,2.17307969888672,127.65314273357401
9330,9330,3667494.8814,2071465.0865,2495,235228,94.279759519,91.0,121.0,21.4934836509532,6.43000030517578,22.739999771118196,4.98559611975997,137.936254190622
9331,9331,3667503.4414,2071564.3545,2510,237558,94.644621514,92.0,121.0,20.302846601693897,7.0,22.809999465942397,5.83744787904296,171.826037124832
9332,9332,3667512.077,2071664.0599,2509,235779,93.973296134,92.0,121.0,18.479430661343102,7.10000038146973,16.1499996185303,4.54392062527321,215.597429083018
9333,9333,3667520.6456,2071763.3272,2495,242429,97.165931864,94.0,121.0,16.8485175568854,6.92000007629395,16.2399997711182,3.0367781224908597,217.36014574856003
9334,9334,3667529.2142,2071862.5945,2496,226236,90.639423077,89.0,121.0,16.532800016403197,0.650001525878906,16.6499996185303,0.394422349822707,140.073045557195
9335,9335,3667537.7997,2071961.8602,2495,236415,94.75551102200001,93.0,121.0,16.5831989173024,0.6800003051757809,16.729999542236303,0.33565317967470304,111.596354621784
9336,9336,3667546.3687,2072061.1278,2495,229033,91.79679358700001,90.0,112.0,16.3811528676733,1.05000019073486,16.6599998474121,0.5294447062644451,106.69145718553001
9337,9337,3667554.9544,2072160.3936,2503,230025,91.899720336,91.0,112.0,18.7430249619484,8.94999980926514,16.4200000762939,5.8178157771891,160.44313387196502
9338,9338,3667563.5448,2072259.8817,2502,246980,98.713029576,94.0,112.0,22.0477306194733,8.17999839782715,21.75,7.01353760875594,154.403875076275
9339,9339,3667572.1141,2072359.1494,2499,302625,121.09843938,130.0,112.0,23.499724984169003,4.899999618530269,23.030000686645497,3.52428750365973,139.101373832524
9340,9340,3667580.7108,2072458.5257,2513,323909,128.89335456,137.0,122.0,27.475432125138603,12.0300006866455,26.760000228881804,8.082711270267579,157.726349985305
9341,9341,3667589.3227,2072558.2343,2509,261419,104.19250697,94.0,122.0,23.553440627485198,10.9200000762939,20.6100006103516,9.252605315934089,180.68686460563498
9342,9342,3667597.8925,2072657.5023,2496,259332,103.89903846,92.0,122.0,25.938847023144103,14.760002136230499,21.0499992370605,9.51512100743153,116.476672584132
9343,9343,3667606.4874,2072756.7678,2495,236014,94.594789579,90.0,122.0,22.0168670233628,15.8899993896484,21.0499992370605,7.18523080517213,129.030672608191
9344,9344,3667615.0574,2072856.0359,16167,1749176,108.19422279999999,98.0,323.0,84.48612722596809,208.10000705718997,20.270000457763697,10.0114017442761,168.05987831566003
9345,9345,3667062.8853,2065296.8508,3133,245599,78.390999042,91.0,,-5030.9317159774,8890.130000114441,-8888.0,17.5222712229217,159.543112874914
9346,9346,3667071.4354,2065396.1143,2499,256241,102.53741497,95.0,,4.89756891870857,6.65000021457672,4.230000019073491,3.83372436519852,186.26720727715
9347,9347,3667080.0295,2065495.4845,3773,361713,95.868804665,93.0,123.0,-4034.0811813596706,8896.42000007629,-8888.0,12.5605158338729,100.878609630797
9348,9348,3667088.5799,2065594.7481,3721,363378,97.65600645,93.0,123.0,-2050.17053448124,8895.23999977112,-8888.0,10.3411105320371,138.460271782458
9349,9349,3667097.1638,2065694.0083,2512,299012,119.03343949,105.0,141.0,6.69797529644436,1.6400003433227501,6.71999979019165,1.43906509949837,185.075092699793
9350,9350,3667105.7755,2065793.8221,2512,321097,127.82523885,124.0,141.0,6.547851860376049,4.47999978065491,7.449999809265139,1.90302016942957,116.03618234705
9351,9351,3667114.3513,2065893.0833,2496,279207,111.86177885,100.0,111.0,6.59551637418925,1.0,6.5100002288818395,0.4860393590005279,236.24802421742802
9352,9352,3667122.9272,2065992.3446,2495,272349,109.15791583,98.0,111.0,6.165969770561239,1.4400000572204599,6.389999866485599,0.7461198183241059,303.821953766292
9353,9353,3667131.4866,2066091.6077,2496,284884,114.13621795,98.0,111.0,5.17861460558413,1.5599999427795401,4.98999977111816,0.696479005124467,185.690777091445
9354,9354,3667140.0711,2066190.8682,2495,286161,114.69378758,104.0,111.0,4.4875689240027805,2.75999975204468,4.84000015258789,1.12298956046576,96.21560614300249
9355,9355,3667148.6224,2066290.1324,2496,283982,113.77483974,103.0,111.0,4.28997487279039,1.90999984741211,4.65999984741211,1.20248949174868,187.30254498738097
9356,9356,3667157.1989,2066389.3939,2495,259563,104.03326653,96.0,121.0,2.78615578257446,5.45999979972839,3.7300000190734903,2.60184444839032,283.410344913377
9357,9357,3667165.7838,2066488.6547,2495,253526,101.61362725,98.0,121.0,3.17486145972305,5.940000176429749,3.83999991416931,2.6273272326521098,230.58379156463403
9358,9358,3667174.3522,2066587.9174,2517,253693,100.79181565,95.0,121.0,3.37074075216128,1.05000019073486,3.1199998855590803,0.5517349977552161,133.13605101577602
9359,9359,3667182.9924,2066687.8403,2515,247173,98.279522863,97.0,121.0,3.14157253459865,0.22000002861022896,3.14000010490417,0.07077431539188,202.162580830182
9360,9360,3667191.5444,2066787.1048,2496,258151,103.42588141,96.0,121.0,3.2375125879019304,0.539999961853027,3.17000007629395,0.281071061170169,104.386758489243
9361,9361,3667200.1299,2066886.3659,2495,246775,98.907815631,96.0,111.0,3.2166917455524997,0.75,3.17000007629395,0.33509618442571004,110.314705461879
9362,9362,3667208.6905,2066985.6297,2499,254927,102.01160464,98.0,111.0,2.0968170381597,3.9400001168251,3.5599999427795397,2.21672425446168,113.750342746828
9363,9363,3667217.2784,2067085.0019999999,2499,245767,98.346138455,95.0,111.0,1.94674185091597,4.66000008583069,3.41000008583069,3.4191138483910697,137.19332241653498
9364,9364,3667225.8393,2067184.2659,2495,251706,100.88416834,95.0,111.0,3.58574306574516,0.790000200271606,3.49000000953674,0.34603258882947197,59.6849149348454
9365,9365,3667234.417,2067283.5282,2496,248293,99.47636217899999,97.0,111.0,3.6350757726515197,0.880000114440918,3.45000004768372,0.573460928286717,104.322724076233
9366,9366,3667243.0032,2067382.7896,2498,263561,105.50880705,100.0,111.0,3.7845636044357205,1.44000029563904,3.82999992370605,0.705529890006914,116.355279556236
9367,9367,3667251.575,2067482.164,2499,242438,97.01400560200001,93.0,111.0,4.25187501192093,0.800000190734863,4.25,0.397516264859587,96.9190742588043
9368,9368,3667260.1531,2067581.4265,2509,255124,101.68353926,96.0,111.0,4.6350742637521,1.4000000953674299,4.67999982833862,0.65848294983037,133.786255959237
9369,9369,3667268.7485,2067681.1324,2510,259362,103.3314741,98.0,111.0,5.06571782638531,2.05999994277954,4.949999809265139,1.2630396301646,213.23365069852002
9370,9370,3667277.3352,2067780.3942,2498,288057,115.31505204,112.0,121.0,4.69446114430153,1.9399998188018799,4.6399998664856,1.1082531741463202,187.214895001928
9371,9371,3667285.9159,2067879.7679,2499,249256,99.742296919,95.0,121.0,4.50315921520119,1.67000007629395,4.1100001335144,0.90771787176233,91.69828693427851
9372,9372,3667294.4945,2067979.0307,2495,263132,105.46372745,101.0,121.0,4.27808565396806,1.28999996185303,4.09000015258789,0.661985323921559,96.04622651587809
9373,9373,3667303.0482,2068078.2962,2496,282855,113.32331731,104.0,121.0,4.9151385400997905,2.29999971389771,4.32000017166138,1.01442373714759,146.182129828696
9374,9374,3667311.6355,2068177.5583,2499,250511,100.2444978,96.0,112.0,7.016390970177519,4.86999988555908,4.46999979019165,2.99345751961969,150.264585757913
9375,9375,3667320.2084,2068276.9332,2499,248909,99.60344137700001,95.0,112.0,7.509047614601919,5.09000015258789,4.46999979019165,6.94840762435568,241.851602091825
9376,9376,3667328.7876,2068376.1963,2495,263437,105.58597194,100.0,112.0,7.580902260945259,1.84000062942505,7.34000015258789,0.8868360461149,229.574818396927
9377,9377,3667337.3502,2068475.4613,2516,292662,116.32034976,110.0,112.0,7.06884522168584,0.779999732971191,7.110000133514401,0.387428189428747,134.87973431894
9378,9378,3667345.9929,2068575.3856,2507,282679,112.75588353,110.0,112.0,7.13002468391701,0.640000343322754,7.15999984741211,0.30877682470981,109.650368301957
9379,9379,3667354.5558,2068674.6507,2500,271987,108.7948,102.0,112.0,7.30478697372857,1.94000053405762,7.300000190734861,0.867558759256712,128.20560566106198
9380,9380,3667363.1439,2068773.9132,2499,271553,108.66466587,102.0,112.0,8.38542927997281,2.2899999618530296,9.19999980926514,1.20166208941226,140.567100659765
9381,9381,3667371.6987,2068873.1793,2496,268676,107.64262821,100.0,112.0,9.14137845051319,1.40999984741211,9.60999965667725,0.9318790326553179,140.84256126050101
9382,9382,3667380.2787,2068972.4429,2496,267690,107.24759615,101.0,112.0,8.96520101125516,1.05000019073486,9.05000019073486,0.4792120385933761,95.187790367172
9383,9383,3667388.8504,2069071.7073,2495,330007,132.26733467,137.0,112.0,8.944799001492449,1.11000061035156,8.89000034332275,0.45837317496987395,118.66990871525299
9384,9384,3667397.439,2069170.9702,2495,320432,128.42965932,130.0,112.0,9.3475314796121,1.4899997711181598,9.3100004196167,0.9263017542979279,149.743678615436
9385,9385,3667405.9944,2069270.2366,2496,277418,111.14503205,104.0,112.0,10.5115326373421,2.3500003814697297,10.5600004196167,1.2787050512998401,144.66860593862899
9386,9386,3667414.5749,2069369.5004,2495,270790,108.53306613,108.0,112.0,11.821378442577801,2.1899995803833003,11.8100004196167,1.02551403021753,119.44488231878799
9387,9387,3667423.1639,2069468.7635,2513,278841,110.95941106,105.0,112.0,12.0662222355972,1.86999988555908,11.8400001525879,1.0653094377046801,155.791121949679
9388,9388,3667431.7808,2069568.5802,2513,257944,102.64385197,99.0,121.0,13.2233744066924,2.43000030517578,12.3299999237061,1.4557183892122,137.175144214348
9389,9389,3667440.3617,2069667.8442,2495,242630,97.246492986,97.0,121.0,14.1374999952316,1.4800004959106399,14.229999542236301,0.681693615540862,144.936481199265
9390,9390,3667448.9261,2069767.1101,2498,259235,103.77702162,98.0,121.0,15.745175910355501,3.32999992370605,14.770000457763699,1.7547980197260702,170.570092167687
9391,9391,3667457.5012,2069866.4863,2500,260879,104.3516,98.0,121.0,18.7910749864578,4.67000007629395,18.7199993133545,2.6753244057483996,138.608979852349
9392,9392,3667466.0825,2069965.7506,2495,274530,110.03206413,99.0,121.0,18.270227321470603,6.7399997711181605,15.8199996948242,3.9830092292542405,98.92693565108559
9393,9393,3667474.6473,2070065.0167,2495,238540,95.607214429,94.0,121.0,18.7094962122458,3.40999984741211,19.5499992370605,2.3017775004997096,119.85139269342399
9394,9394,3667483.2289,2070164.2812,2499,244877,97.989995998,94.0,121.0,18.724862134546303,4.72999954223633,20.0599994659424,3.77965483734183,180.96982356360698
9395,9395,3667491.8045,2070263.6576,2499,259270,103.7494998,96.0,121.0,18.3302255238507,9.39999866485596,16.4699993133545,6.93867624037547,168.547668829299
9396,9396,3667500.3947,2070362.9214,2506,247781,98.875099761,94.0,121.0,17.8569974946621,4.92999935150146,18.9200000762939,3.00572279358176,190.27546416796199
9397,9397,3667508.9917,2070462.5183,2506,230411,91.943735036,91.0,121.0,20.7808684876776,11.700000762939501,18.5300006866455,5.92977680809445,203.075712142452
9398,9398,3667517.5738,2070561.7831,2495,254380,101.95591182,94.0,121.0,16.751525015831,11.5800008773804,15.6700000762939,5.309042733469981,137.145760289708
9399,9399,3667526.1394,2070661.0497,2495,242358,97.13747495,95.0,121.0,15.9868513582936,2.8899993896484397,15.119999885559098,1.2301446369307198,111.55557486392401
9400,9400,3667534.7219,2070760.3146,2502,248421,99.288968825,94.0,121.0,17.2546500134468,2.8800001144409197,18.270000457763697,1.7079292379319702,132.018422796015
9401,9401,3667543.3088,2070859.8017,2503,237351,94.82660807,92.0,121.0,17.948725004196202,2.81999969482422,18.3299999237061,1.7555159691255502,140.812656859263
9402,9402,3667551.8999,2070959.0659,2498,238517,95.483186549,91.0,121.0,15.1140099862464,3.5399999618530296,14.9399995803833,1.18628528654426,268.566694762772
9403,9403,3667560.4765,2071058.4429,2500,224287,89.7148,90.0,121.0,15.016616560761499,1.2799997329711899,14.8500003814697,0.5788599917044239,192.750243783296
9404,9404,3667569.0595,2071157.7081,2495,249279,99.91142284600001,93.0,111.0,16.4438596333477,2.51000118255615,16.1599998474121,1.15240979000441,143.815034861553
9405,9405,3667577.6259,2071256.9751,2495,246914,98.963527054,95.0,111.0,17.989145700656,4.34000015258789,16.7399997711182,2.33254942840817,121.32311397101999
9406,9406,3667586.2091,2071356.2405,2513,235564,93.73816156,92.0,121.0,19.2890123532142,3.7900009155273398,18.6499996185303,1.9096350397040802,112.528817546515
9407,9407,3667594.8286,2071456.0586,2513,234365,93.26104257899999,91.0,121.0,19.7733663662825,4.30999946594238,20.7600002288818,2.03752373322144,92.7996806527611
9408,9408,3667603.4121,2071555.3241,2495,234585,94.02204408799999,91.0,121.0,19.6515249967575,6.96000099182129,21.0100002288818,3.6242712581157703,108.339354639053
9409,9409,3667611.979,2071654.5915,2502,251887,100.67426059,94.0,121.0,21.3001499938965,4.399999618530269,21.409999847412102,2.6955428259819705,117.03343792915301
9410,9410,3667620.5672,2071754.0792,2503,300817,120.18258090000002,121.0,121.0,23.1961194508111,6.279998779296879,25.010000228881804,5.730328070731901,179.015268278359
9411,9411,3667629.1595,2071853.3441,2495,264342,105.94869739,100.0,121.0,20.149949580656198,7.439998626708981,19.7099990844727,5.02236296465475,147.87093862118
9412,9412,3667637.7268,2071952.6116,2496,249812,100.0849359,93.0,121.0,18.170378778920004,5.53999900817871,16.3299999237061,3.77803509450997,178.86693149263198
9413,9413,3667646.311,2072051.8775,2495,240032,96.205210421,93.0,121.0,16.610427137595302,6.7399997711181605,16.2399997711182,2.41084458800173,249.795010970466
9414,9414,3667654.8703,2072151.1461,2495,232848,93.325851703,91.0,112.0,16.566356795517002,4.449999809265139,16.2099990844727,2.6052559359027203,222.492182539935
9415,9415,3667663.4547,2072250.4121,2510,235287,93.73984063700001,92.0,112.0,20.8091851881993,11.299999237060499,17.25,8.980590879475631,209.767805768237
9416,9416,3667672.0815,2072350.119,2509,250825,99.970107613,94.0,122.0,22.291703683358698,12.979999542236301,18.659999847412102,9.39192630990788,206.768219493937
9417,9417,3667680.6662,2072449.3852,2495,249743,100.09739479,92.0,122.0,22.6054637163205,11.809999465942399,19.4200000762939,7.492895390119469,162.05412109633102
9418,9418,3667689.2260000003,2072548.6541,2499,234107,93.680272109,91.0,122.0,21.692525029182402,10.1900005340576,19.3500003814697,9.61148703407496,146.91458242178
9419,9419,3667697.8049,2072648.0323,2499,255402,102.20168067,97.0,122.0,19.497374992370602,2.7199993133544904,18.8600006103516,1.34074439913034,68.2701715564728
9420,9420,3667706.3984,2072747.2979,15832,1644935,103.899381,94.0,112.0,79.9256194325757,174.76000690460202,19.0699996948242,8.496982996253509,176.147063367552
9421,9421,3667154.2025,2065187.9048,11033,945951,85.738330463,85.0,,-8688.73076902904,8888.0,-8888.0,1.8256461940738002,223.025900941241
9422,9422,3667162.7761,2065287.1657,3728,320290,85.914699571,84.0,,-6180.39407917381,8888.50999999046,-8888.0,16.7665468077151,151.00105693277
9423,9423,3667171.3541,2065386.6487,3751,344232,91.77072780600001,92.0,,-5084.0249839727,8894.96999979019,-8888.0,16.4994570264258,105.850995121877
9424,9424,3667197.1203,2065684.9838,3772,371581,98.510339343,93.0,141.0,-2122.67865447951,8895.119999885559,-8888.0,10.2249329516361,147.509159398922
9425,9425,3667205.6946,2065784.245,2495,329254,131.96553106,138.0,141.0,6.223759407387639,3.70000004768372,7.0100002288818395,1.82375699080023,214.459128567449
9426,9426,3667214.2522,2065883.5081,2499,322743,129.14885954,131.0,141.0,7.00679198602088,1.9000000953674299,6.949999809265139,1.10325396400795,190.861133611292
9427,9427,3667222.8372,2065982.8796,2499,292708,117.13005202,102.0,111.0,7.07684210129549,1.44999980926514,6.800000190734861,0.811287649629409,236.920338273493
9428,9428,3667231.4202,2066082.1402,2495,310548,124.46813627,107.0,111.0,6.498969849629621,2.58999967575073,6.880000114440921,1.33711473602596,291.35068482490004
9429,9429,3667239.9782,2066181.4035,2502,284364,113.65467626,103.0,111.0,4.86867500245571,4.78999996185303,4.800000190734861,2.1144160664826597,283.700499633849
9430,9430,3667248.5742,2066280.8855,2502,260602,104.15747402,98.0,111.0,4.23763681703539,1.5599999427795401,4.09000015258789,0.7061250298446159,131.96575553263
9431,9431,3667257.1492,2066380.1472,2495,253082,101.43567134,99.0,121.0,4.05902256224687,0.7999999523162841,4.099999904632569,0.45453917686559103,256.252092542174
9432,9432,3667265.7077,2066479.4107,2506,263492,105.14445331,98.0,111.0,3.50176179793573,1.1100001335144,3.41000008583069,0.7154414176423259,232.73306292399
9433,9433,3667274.3146,2066579.0031,2506,245142,97.822027135,98.0,111.0,3.4640446726796603,0.669999837875366,3.4400000572204603,0.442748805410957,277.35744089007403
9434,9434,3667282.8901,2066678.265,2495,260244,104.30621242,99.0,111.0,3.22683421151722,0.319999933242798,3.16000008583069,0.178562585638845,252.884942502392
9435,9435,3667291.4656,2066777.5269999998,2499,251361,100.58463385,98.0,111.0,3.18568923359825,0.639999866485596,3.25999999046326,0.372509593055362,257.639022478782
9436,9436,3667300.0519,2066876.8993,2499,266431,106.61504602,100.0,111.0,2.8639698849251496,1.14999985694885,2.8800001144409197,0.489626344340156,140.833160203537
9437,9437,3667308.6026,2066976.164,2495,263577,105.64208417,100.0,111.0,1.46193954775987,3.2200000882148703,1.5099999904632602,1.78541176289001,208.279870960965
9438,9438,3667317.1869,2067075.4254,2499,256384,102.59463786,95.0,111.0,1.80469999970868,4.14999997615814,2.50999999046326,2.22805930221453,192.79406424135
9439,9439,3667325.7736,2067174.7979,2499,275065,110.07002801,99.0,111.0,3.00787499427795,1.27999997138977,2.77999997138977,0.67589901604224,107.786490562274
9440,9440,3667334.3331,2067274.062,2495,280588,112.46012024,102.0,111.0,3.02704999566078,0.650000095367432,2.7899999618530296,0.35815199275035403,107.864035151005
9441,9441,3667342.9095,2067373.3244,2513,266552,106.06923995,100.0,111.0,3.08276543028561,1.0,2.9000000953674303,0.712641536931933,123.016879106451
9442,9442,3667351.5388,2067473.1379,2510,247650,98.665338645,97.0,111.0,3.59217282813272,0.910000085830688,3.5399999618530296,0.448215062897882,125.179096127734
9443,9443,3667360.0987,2067572.4022,2498,259321,103.81144916,99.0,111.0,3.91768264049847,0.9000003337860111,3.9600000381469704,0.38948945933835605,142.297784362176
9444,9444,3667368.6838,2067671.664,2495,262611,105.25490982,100.0,111.0,4.59674185021479,1.66000008583069,4.78000020980835,0.7705749103421329,138.507304542943
9445,9445,3667377.244,2067770.9285,2496,273719,109.66306090000002,101.0,121.0,4.69005026110453,2.01000022888184,4.26000022888184,1.12356850407531,146.067213785036
9446,9446,3667385.8211,2067870.1913,2495,257987,103.40160321,96.0,121.0,3.7655527735475296,0.56000018119812,3.72000002861023,0.43699492421469205,170.957136447705
9447,9447,3667394.3983,2067969.4542,2495,261293,104.72665331,99.0,121.0,4.00181818670697,0.909999847412109,3.8199999332427996,0.519021260359259,204.28112095654598
9448,9448,3667402.9589,2068068.7189,2496,256930,102.93669872,99.0,121.0,4.85180904338108,1.51999974250793,4.78000020980835,0.9203145689326321,181.077996699654
9449,9449,3667411.5447,2068167.9811,2495,238466,95.57755511,94.0,112.0,5.75649123084276,2.12999963760376,5.4899997711181605,0.8751541450059499,155.280464784245
9450,9450,3667420.1056,2068267.246,2513,264410,105.21687226,101.0,112.0,7.44222222551887,4.54000043869019,4.46999979019165,2.34355864701448,150.683841319143
9451,9451,3667428.736,2068367.0601,2516,267174,106.1899841,97.0,112.0,7.112241369162871,5.0499997138977095,4.46999979019165,6.7181310481644205,226.906623974369
9452,9452,3667437.3244,2068466.4336,2498,276221,110.57686149,104.0,112.0,7.079700747035691,2.24000024795532,6.55999994277954,1.2581721247728899,220.932378375322
9453,9453,3667445.8857,2068565.6987,2496,292209,117.07091346,111.5,112.0,6.53634084495984,1.01000022888184,6.42999982833862,0.603128881718879,197.816541246304
9454,9454,3667454.4639,2068664.9621,2495,273502,109.62004008,104.0,112.0,6.56922110480879,0.8199996948242191,6.53000020980835,0.634533575394345,197.204020653406
9455,9455,3667463.0254,2068764.2273,2499,256317,102.56782713,96.0,112.0,7.201859292073469,2.44999980926514,7.139999866485599,1.3823863725978203,166.655586031813
9456,9456,3667471.6227,2068863.6002,2499,248013,99.244897959,95.0,112.0,8.4017293208225,1.1999998092651398,8.32999992370605,0.70277451854526,90.9011379734317
9457,9457,3667480.2013,2068962.8639,2495,262200,105.09018036,99.0,112.0,8.20113635424412,1.00000047683716,8.14999961853027,0.548302723409965,97.5373559624258
9458,9458,3667488.7632,2069062.1294,2499,289812,115.97118848,107.0,112.0,8.50440299807496,0.840000152587891,8.409999847412111,0.405022347670289,144.17678893739298
9459,9459,3667497.3526,2069161.5034,2499,314923,126.01960784,124.0,112.0,9.141774978637699,0.9699993133544921,9.38000011444092,0.44612099394202204,176.394478168488
9460,9460,3667505.9148,2069260.769,2502,266190,106.39088729,103.0,112.0,9.81558603063189,1.3199996948242199,9.90999984741211,0.5881984324898211,189.10766597757302
9461,9461,3667514.5233,2069360.2524,2509,266836,106.35153448,101.0,112.0,10.765209892649699,1.16000080108643,10.6800003051758,0.648359393411213,142.663673551583
9462,9462,3667523.107,2069459.7386,2503,272375,108.81941670000002,101.0,112.0,11.655735665128699,1.09000015258789,11.529999732971199,0.515267050028442,158.12004334789899
9463,9463,3667531.6863,2069559.0027,2499,265025,106.05242097,100.0,112.0,12.535012522436901,1.13000011444092,12.390000343322802,0.648145069267816,181.86191249073002
9464,9464,3667540.2763,2069658.3771,2498,255183,102.15492394,97.0,121.0,13.838421051962301,2.29999923706055,13.359999656677198,1.30163702372471,176.643753893095
9465,9465,3667548.8392,2069757.6431,2496,239288,95.86858974399999,94.0,121.0,16.023778341278902,3.8099994659423797,16.6599998474121,2.09914181124353,173.064296203536
9466,9466,3667557.4189999998,2069856.9074,2498,257238,102.97758207,95.0,121.0,16.4679750442505,3.9499998092651403,15.270000457763699,2.3258606613799904,86.87244738911029
